Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM/CGE 2.0,SSP5-34,World,Emissions|Kyoto Gases (AR4-GWP100),Mt CO2-equiv/yr,40672.46825165608,45735.775631730205,49379.44780719165,53325.705476875846,56244.2000099994,,49144.56399489032,,45138.90702272404,,36977.27332,,26856.36011,,20728.95612,,16441.86142,,13166.98102,,10624.72597
AIM/CGE 2.0,SSP5-34,World,Emissions|N2O,kt N2O/yr,9610.0,10500.0,10500.0,10900.0,11461.907086898564,,9568.282317681953,,8722.361329347856,,9908.1608,,10245.2168,,10338.0712,,10260.7363,,10155.539,,10028.3915
AIM/CGE 2.0,SSP5-34,World,Emissions|NH3,Mt NH3/yr,54.5100481884814,58.8834712732692,62.444567871234,65.2797031349485,66.6588592964896,,62.537558585951174,,60.26066577357261,,58.5353,,58.345,,57.5201,,56.4423,,55.1452,,53.7423
AIM/CGE 2.0,SSP5-34,World,Emissions|NOx,Mt NO2/yr,135.53419860271,149.850101530375,155.420500080801,155.520450405015,145.55462912806158,,83.43076139380062,,60.15480895194212,,42.94,,38.7151,,35.6392,,32.6276,,30.012,,27.5831
AIM/CGE 2.0,SSP5-34,World,Emissions|OC,Mt OC/yr,27.9827476758124,32.7240933471451,34.6106508608548,34.7460248734114,32.470415360182194,,26.997669637695893,,22.73278381957422,,18.856,,17.3212,,15.9706,,14.8637,,13.7952,,12.7845
AIM/CGE 2.0,SSP5-34,World,Emissions|Sulfur,Mt SO2/yr,111.148729219797,124.980692009301,116.317467970769,93.6491894102223,85.47272169633894,,48.8166610412753,,33.8511519445865,,22.279,,18.0277,,15.527,,13.2457,,11.3214,,9.4981
AIM/CGE 2.0,SSP5-34,World,Emissions|VOC,Mt VOC/yr,195.329257473598,218.788736999382,224.603103430045,227.244818987672,217.8716026769662,,179.72799079106937,,156.76648219471682,,136.4216,,121.2003,,104.4092,,87.3997,,69.8116,,51.6283
AIM/CGE 2.0,SSP5-45,World,Emissions|BC,Mt BC/yr,7.458,8.84,9.665,9.727,9.049665117981641,,6.0882884019016466,,4.605173531124783,,3.2575,,2.9285,,2.6394,,2.3678,,2.1168,,1.8836
AIM/CGE 2.0,SSP5-45,World,Emissions|CH4,Mt CH4/yr,310.188077372807,346.395724113592,370.896512489314,388.07279517027,404.2413566862335,,343.3688475309371,,306.45947070653546,,286.2128,,290.1844,,293.3855,,291.7876,,280.9695,,271.5072
AIM/CGE 2.0,SSP5-45,World,Emissions|CO,Mt CO/yr,886.589309800829,950.595664947767,953.233297147821,934.349884424172,884.9148287378653,,721.1449836120049,,612.8898387083999,,505.4719,,464.5256,,428.9872,,394.6007,,359.6668,,323.4686
AIM/CGE 2.0,SSP5-45,World,Emissions|CO2,Mt CO2/yr,29658.6785173359,33413.8964288904,36131.4771949588,39152.7262976191,41420.699017031206,,43107.39545665314,,44579.04134001305,,36633.9404,,27309.5047,,22094.113,,20142.4022,,15476.1023,,11803.7441
AIM/CGE 2.0,SSP5-45,World,Emissions|CO2|AFOLU,Mt CO2/yr,4399.037134,3755.732166,3241.079398,3517.44,3221.289963945619,,1578.526639985593,,2306.2320625275906,,1837.0412,,872.2748,,284.9457,,194.8109,,-524.3988,,-679.9627
AIM/CGE 2.0,SSP5-45,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,25259.641383335897,29658.1642628904,32890.3977969588,35635.286297619095,38365.99413739128,,41961.94496384897,,42432.22073913973,,34796.8993,,26437.2299,,21809.1674,,19947.5913,,16000.501,,12483.7067
AIM/CGE 2.0,SSP5-45,World,Emissions|F-Gases,Mt CO2-equiv/yr,395.3078,532.9861000000001,846.5578,1222.9593,1443.5654451342164,,1356.6998304309193,,974.204334795406,,507.1207,,783.9874,,767.5373,,730.9686,,163.1037,,498.8954
AIM/CGE 2.0,SSP5-45,World,Emissions|Kyoto Gases (AR4-GWP100),Mt CO2-equiv/yr,40672.46825165608,45735.775631730205,49379.44780719165,53325.705476875846,56349.7039930711,,56014.37533443981,,56194.88153881257,,47451.92673,,38636.95621,,33584.54679,,31599.79781,,26041.97639,,22404.48246
AIM/CGE 2.0,SSP5-45,World,Emissions|N2O,kt N2O/yr,9610.0,10500.0,10500.0,10900.0,11461.907086898564,,9874.132907675365,,9851.248117653118,,10589.0793,,11036.4232,,11369.9966,,11515.896,,11337.3587,,11121.3522
AIM/CGE 2.0,SSP5-45,World,Emissions|NH3,Mt NH3/yr,54.5100481884814,58.8834712732692,62.444567871234,65.2797031349485,66.6588592964896,,63.457088159743435,,62.13004097371553,,59.796,,59.6506,,59.4636,,58.9637,,57.6565,,56.0531
AIM/CGE 2.0,SSP5-45,World,Emissions|NOx,Mt NO2/yr,135.53419860271,149.850101530375,155.420500080801,155.520450405015,145.55462912806158,,92.31094282853446,,69.68258601332909,,47.2269,,42.796,,40.0437,,37.4041,,33.8709,,30.6168
AIM/CGE 2.0,SSP5-45,World,Emissions|OC,Mt OC/yr,27.9827476758124,32.7240933471451,34.6106508608548,34.7460248734114,32.470415360182194,,26.772721480496514,,22.556527746768495,,18.637,,16.9556,,15.6329,,14.4604,,13.4137,,12.3739
AIM/CGE 2.0,SSP5-45,World,Emissions|Sulfur,Mt SO2/yr,111.148729219797,124.980692009301,116.317467970769,93.6491894102223,85.47272169633894,,56.98258835404382,,42.704627916409635,,27.1222,,21.7782,,18.108,,15.7871,,13.1528,,10.7508
AIM/CGE 2.0,SSP5-45,World,Emissions|VOC,Mt VOC/yr,195.329257473598,218.788736999382,224.603103430045,227.244818987672,217.8716026769662,,181.2028019400487,,159.63842466239907,,137.4405,,121.8379,,105.6513,,88.4068,,70.0894,,50.9565
AIM/CGE 2.0,SSP5-60,World,Emissions|BC,Mt BC/yr,7.458,8.84,9.665,9.727,9.049665117981641,,6.163480188289387,,4.660649716902767,,3.2861,,2.9611,,2.6521,,2.3662,,2.0986,,1.8427
AIM/CGE 2.0,SSP5-60,World,Emissions|CH4,Mt CH4/yr,310.188077372807,346.395724113592,370.896512489314,388.07279517027,404.2413566862335,,346.5219843416211,,319.72841654911673,,308.0834,,316.1176,,324.8836,,328.4252,,329.1001,,325.5101
AIM/CGE 2.0,SSP5-60,World,Emissions|CO,Mt CO/yr,886.589309800829,950.595664947767,953.233297147821,934.349884424172,884.9148287378653,,723.6160296909545,,615.178404731004,,507.82,,467.4152,,430.3851,,395.3322,,359.3342,,320.0569
AIM/CGE 2.0,SSP5-60,World,Emissions|CO2,Mt CO2/yr,29658.6785173359,33413.8964288904,36131.4771949588,39152.7262976191,41420.699017031206,,44501.89599721295,,48242.392918673024,,45750.5316,,41951.855,,40141.6669,,39295.8356,,38410.8114,,37201.2139
AIM/CGE 2.0,SSP5-60,World,Emissions|CO2|AFOLU,Mt CO2/yr,4399.037134,3755.732166,3241.079398,3517.44,3221.289963945619,,1950.6510344861335,,2621.5210193599264,,2009.6833,,2163.0601,,878.1755,,770.1766,,663.9421,,526.3186
AIM/CGE 2.0,SSP5-60,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,25259.641383335897,29658.1642628904,32890.3977969588,35635.286297619095,38365.99413739128,,42937.7244151933,,45781.58062805923,,43740.8483,,39788.7949,,39263.4914,,38525.659,,37746.8693,,36674.8953
AIM/CGE 2.0,SSP5-60,World,Emissions|F-Gases,Mt CO2-equiv/yr,395.3078,532.9861000000001,846.5578,1222.9593,1484.332386453296,,1602.0484220086505,,1744.1553373287297,,1733.1729,,2162.9531,,1893.8104,,1617.3315,,1311.4486,,1357.3213
AIM/CGE 2.0,SSP5-60,World,Emissions|Kyoto Gases (AR4-GWP100),Mt CO2-equiv/yr,40672.46825165608,45735.775631730205,49379.44780719165,53325.705476875846,56386.330731530645,,57736.83640440671,,61016.80146984992,,58478.2715,,55472.76073,,53755.84509,,52808.51727,,51674.19898,,50413.90082
AIM/CGE 2.0,SSP5-60,World,Emissions|N2O,kt N2O/yr,9610.0,10500.0,10500.0,10900.0,11461.907086898564,,9954.425050014173,,10174.786812380322,,11048.5973,,11594.0021,,12074.7577,,12364.8328,,12498.109,,12475.2118
AIM/CGE 2.0,SSP5-60,World,Emissions|NH3,Mt NH3/yr,54.5100481884814,58.8834712732692,62.444567871234,65.2797031349485,66.6588592964896,,63.667683368253684,,62.48070579098371,,60.4522,,60.5698,,60.4813,,60.1769,,59.3597,,58.1135
AIM/CGE 2.0,SSP5-60,World,Emissions|NOx,Mt NO2/yr,135.53419860271,149.850101530375,155.420500080801,155.520450405015,145.55462912806158,,94.26082361538171,,72.8753430308583,,51.5951,,47.8611,,45.5188,,42.7702,,39.7365,,36.3608
AIM/CGE 2.0,SSP5-60,World,Emissions|OC,Mt OC/yr,27.9827476758124,32.7240933471451,34.6106508608548,34.7460248734114,32.470415360182194,,26.80917188739819,,22.583947606544818,,18.6176,,16.9512,,15.4994,,14.2496,,13.0768,,11.9238
AIM/CGE 2.0,SSP5-60,World,Emissions|Sulfur,Mt SO2/yr,111.148729219797,124.980692009301,116.317467970769,93.6491894102223,85.47272169633894,,58.92650300739058,,45.56705040067427,,32.0308,,27.7266,,24.9128,,22.0047,,19.0705,,15.976
AIM/CGE 2.0,SSP5-60,World,Emissions|VOC,Mt VOC/yr,195.329257473598,218.788736999382,224.603103430045,227.244818987672,217.8716026769662,,181.7084608888276,,160.1909990796785,,138.0954,,122.6631,,106.2237,,88.7781,,70.0858,,50.2286
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|BC,Mt BC/yr,7.458,8.84,9.665,9.727,9.068586771171322,,6.606350748028902,,5.043517323646172,,3.4883,,3.1608,,2.8361,,2.5258000000000003,,2.226,,1.946
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|CH4,Mt CH4/yr,310.188077372807,346.395724113592,370.896512489314,388.07279517027,410.6935210066984,,467.7909515967415,,523.9402200713711,,571.9495,,607.7091,,634.773,,652.1601,,663.3942,,662.4625
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|CO,Mt CO/yr,886.589309800829,950.595664947767,953.233297147821,934.349884424172,886.596587076709,,750.0118013814208,,646.9286605332461,,542.2126,,504.5139,,467.4324,,428.6336,,385.8594,,337.0828
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|CO2,Mt CO2/yr,29658.6785173359,33413.8964288904,36131.4771949588,39152.7262976191,42446.727261328844,,52926.256867223354,,64182.442360894165,,73658.9193,,82266.6549,,90287.2315,,97743.935,,105966.0,,114441.0
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|CO2|AFOLU,Mt CO2/yr,4399.037134,3755.732166,3241.079398,3517.44,3357.5402507311137,,3225.4774515145523,,2581.615012313217,,1766.7168,,1761.1683,,1184.8772,,508.86,,193.2447,,102.4593
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,25259.641383335897,29658.1642628904,32890.3977969588,35635.286297619095,39244.12248644607,,49999.36135757749,,61912.760749293695,,71892.2025,,80505.4866,,89102.3543,,97235.075,,105773.0,,114339.0
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|F-Gases,Mt CO2-equiv/yr,395.3078,532.9861000000001,846.5578,1222.9593,1487.5598085486952,,1681.0400003995776,,2106.4383538238167,,2426.4905,,2850.5495,,3273.972,,3335.6344,,3274.6846,,3179.2752
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|Kyoto Gases (AR4-GWP100),Mt CO2-equiv/yr,40672.46825165608,45735.775631730205,49379.44780719165,53325.705476875846,57633.11422844567,,70203.23861991563,,83717.98278446957,,95025.25392,,105272.5387,,114643.4918,,122769.0232,,131303.974,,139682.1715
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|N2O,kt N2O/yr,9610.0,10500.0,10500.0,10900.0,11622.93436578988,,13001.931347023585,,14454.522078971593,,15574.1833,,16653.043,,17493.1654,,18071.9843,,18384.008,,18457.4959
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|NH3,Mt NH3/yr,54.5100481884814,58.8834712732692,62.444567871234,65.2797031349485,66.79375637044592,,64.91908453450837,,64.66348752591334,,63.7045,,64.7565,,65.1814,,65.0631,,64.5076,,63.412
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|NOx,Mt NO2/yr,135.53419860271,149.850101530375,155.420500080801,155.520450405015,148.91604958100297,,108.9091212256782,,92.08683194871652,,69.3495,,68.971,,67.6529,,65.0559,,61.2914,,56.5958
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|OC,Mt OC/yr,27.9827476758124,32.7240933471451,34.6106508608548,34.7460248734114,32.49135753414391,,27.759473164052977,,23.49636778821382,,19.5157,,18.0436,,16.6808,,15.4016,,14.1623,,12.9832
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|Sulfur,Mt SO2/yr,111.148729219797,124.980692009301,116.317467970769,93.6491894102223,87.46633948941202,,70.73471025123975,,61.20882046265773,,44.4824,,41.4829,,38.6031,,35.1264,,30.4862,,25.5223
AIM/CGE 2.0,SSP5-Baseline,World,Emissions|VOC,Mt VOC/yr,195.329257473598,218.788736999382,224.603103430045,227.244818987672,218.28792870397922,,186.84397885113015,,166.85122942410771,,145.637,,130.8466,,114.2504,,95.8535,,75.9162,,54.7382
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC,Mt CO2-equiv/yr,177.16,296.62,597.15,940.62,1092.5552757584612,468.066885,156.0005453405342,90.400882,53.502151181210046,53.013246,56.587101999999994,60.133216000000004,63.600680000000004,68.07758100000001,72.563348,76.96832,81.397173,86.585785,91.816439,96.7252,101.70031300000001
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC125,kt HFC125/yr,,8.4928,13.3398,17.8686,22.3932,13.0821,3.8043,2.4849,1.2061,1.3187,1.4314,1.5655,1.6988,1.8667,2.0352,2.2313,2.4278,2.6421,2.8574,3.059,3.2633
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC134a,kt HFC134a/yr,,141.789,215.174,280.2258,345.2109,201.94,59.3892,40.1178,21.3806,23.6976,26.0415,28.1954,30.3095,32.7314,35.1552,37.2115,39.2807,41.6088,43.9598,46.1908,48.4472
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC143a,kt HFC143a/yr,,7.5463,11.8531,15.8771,19.8974,11.6241,3.3803,2.2079,1.0717,1.1717,1.2719,1.391,1.5094,1.6587,1.8084,1.9826,2.1572,2.3476,2.5389,2.7181,2.8996
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC227ea,kt HFC227ea/yr,,5.0738,10.1477,10.8766,11.6002,6.3072,1.0652,0.8359000000000001,0.6265000000000001,0.7269,0.8275,0.8296,0.8307,0.8248000000000001,0.8190000000000001,0.8101,0.8012,0.7841,0.767,0.7439,0.7221000000000001
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC23,kt HFC23/yr,,8.1155,7.9565,5.2773,2.5982000000000003,1.5804,0.579,0.4726,0.369,0.303,0.2373,0.1868,0.1354,0.1032,0.071,0.0531,0.0354,0.0354,0.0354,0.0354,0.0354
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC245fa,kt HFC245fa/yr,,6.2037,12.6575,21.4332,30.2023,15.5213,0.9221,0.665,0.419,0.2748,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298,0.1298
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC32,kt HFC32/yr,,8.530100000000001,14.2397,34.3801,54.5082,31.8143,9.201,5.9998000000000005,2.898,3.156,3.4143,3.719,4.0218,4.3996,4.7788,5.2122,5.6467,6.1113,6.5778,7.0034,7.4363
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC43-10,kt HFC4310mee/yr,,0.2369,0.4738,0.4539,0.4339,0.2346,0.0359,0.0274,0.0192,0.021,0.0228,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0228,0.0226,0.0223,0.022
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|PFC,Mt CO2-equiv/yr,107.3398,104.3541,90.7198,99.4833,119.08282038904693,134.62880300000003,36.109565943204885,44.397642,29.516494618662353,30.352208000000008,24.2392,20.998685000000005,17.721220000000006,15.915104000000003,14.114161000000003,12.812782000000004,11.515837000000001,10.223326000000004,9.133301000000001,8.395040000000002,7.6722980000000005
AIM/CGE 2.1,TERL_15D_LowCarbonTransportPolicy,World,Emissions|SF6,kt SF6/yr,4.86,5.79,6.96,8.02,8.007030177280079,4.3439,2.401434771193992,2.0211,2.023855799373041,1.7731,1.6277,1.5744,1.5182,1.4932,1.4685,1.4019,1.3359,1.2535,1.1715,1.0687,0.9677
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC,Mt CO2-equiv/yr,177.16,296.62,597.15,940.62,1092.5029226440101,467.841517,155.80365952034379,90.27447000000001,53.41591279033989,52.92544400000001,56.48757400000001,60.017529,63.47598400000001,67.945592,72.40218700000001,76.774412,81.16150900000001,86.298784,91.460941,96.24514900000001,101.023923
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC125,kt HFC125/yr,,8.4928,13.3398,17.868,22.3914,13.0776,3.8003,2.4816000000000003,1.2041,1.3164,1.4288,1.5625,1.6954,1.8631,2.0306,2.2251,2.4198,2.6318,2.8448,3.0418,3.2388
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC134a,kt HFC134a/yr,,141.789,215.174,280.2172,345.1846,201.843,59.3123,40.0622,21.3467,23.6591,25.996,28.1407,30.2496,32.6672,35.0772,37.1203,39.172,41.4797,43.8002,45.9756,48.1422
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC143a,kt HFC143a/yr,,7.5463,11.8531,15.8765,19.8958,11.62,3.3768,2.205,1.0699,1.1697,1.2696,1.3883,1.5065,1.6555,1.8043,1.9771,2.1501,2.3385,2.5277000000000003,2.7028,2.8778
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC227ea,kt HFC227ea/yr,,5.0738,10.1477,10.8763,11.5991,6.3031,1.0634,0.8345,0.6253000000000001,0.7257,0.8263,0.8284,0.8296,0.8238000000000001,0.8178000000000001,0.8085,0.7992,0.7815000000000001,0.7636000000000001,0.7392000000000001,0.7168
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC23,kt HFC23/yr,,8.1155,7.9565,5.2773,2.5981,1.5786,0.5779000000000001,0.4718,0.3685,0.3025,0.2369,0.1864,0.1351,0.1029,0.0708,0.053,0.0353,0.0353,0.0353,0.0353,0.0353
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC245fa,kt HFC245fa/yr,,6.2037,12.6575,21.4325,30.1998,15.5159,0.921,0.6641,0.4184,0.2744,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296,0.1296
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC32,kt HFC32/yr,,8.530100000000001,14.2397,34.3791,54.5037,31.8031,9.1912,5.9916,2.893,3.1504,3.4081,3.7118,4.0138,4.391,4.7677,5.1977,5.6281,6.0874,6.5479,6.9627,7.3796
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|HFC|HFC43-10,kt HFC4310mee/yr,,0.2369,0.4738,0.4539,0.4339,0.2345,0.0358,0.0274,0.0191,0.0209,0.0228,0.0229,0.0229,0.0229,0.0229,0.0229,0.0229,0.0227,0.0225,0.0222,0.0218
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|PFC,Mt CO2-equiv/yr,107.3398,104.3541,90.7198,99.4833,119.07850775912033,134.545296,36.05745884642924,44.328176000000006,29.46416155690179,30.298261000000007,24.196338000000004,20.95804,17.685009000000004,15.881849,14.080167000000001,12.778788000000002,11.478887,10.184159000000001,9.088961000000001,8.345527000000002,7.625002000000001
AIM/CGE 2.1,TERL_15D_NoTransportPolicy,World,Emissions|SF6,kt SF6/yr,4.86,5.79,6.96,8.02,8.006662699865739,4.3411,2.397788199914077,2.0176,2.019861677015832,1.7696,1.6246,1.5711,1.5148,1.4897,1.4642,1.3971,1.3306,1.2477,1.1655,1.0628,0.9616
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC,Mt CO2-equiv/yr,177.16,296.62,597.15,940.62,1164.4479241154645,1037.298834,1264.554207959873,1248.913666,1447.6806848202605,1502.908979,1636.0148090000002,1754.7288330000001,1873.3377520000001,2017.876575,2163.114954,2304.803072,2446.944071,2607.6839360000004,2770.539343,2922.461542,3072.1691
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC125,kt HFC125/yr,,8.4928,13.3398,18.0535,22.7629,24.9576,27.0947,29.6232,32.1528,35.0626,37.954,41.408,44.8711,49.286,53.7214,58.8952,64.0847,69.7597,75.4894,80.8899,86.2216
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC134a,kt HFC134a/yr,,141.789,215.174,288.4397,361.6329,420.6304,478.3425,544.2051,610.0161,675.1364,740.2678,797.835,855.2357,921.0492,987.1388,1043.2234,1099.4965,1162.8866,1227.2393,1288.5716,1349.0013
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC143a,kt HFC143a/yr,,7.5463,11.8531,16.0413,20.2259,22.176,24.0749,26.3215,28.5692,31.1548,33.7239,36.793,39.87,43.7929,47.7339,52.3311,56.9422,61.9847,67.0758,71.8744,76.6119
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC227ea,kt HFC227ea/yr,,5.0738,10.1477,12.1915,14.2285,16.0527,17.8225,20.3208,22.8152,26.3311,29.8311,29.8061,29.7971,29.5738,29.361,29.0445,28.7286,28.1287,27.5417,26.7677,25.9743
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC23,kt HFC23/yr,,8.1155,7.9565,8.618,9.2792,7.5311,5.8296,4.79,3.7417,3.0689,2.3975,1.9666,1.534,1.2569,0.9804,0.8034,0.6266,0.6266,0.6266,0.6266,0.6266
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC245fa,kt HFC245fa/yr,,6.2037,12.6575,23.7466,34.8279,43.0845,51.1784,61.9301,72.6846,84.8475,96.9464,108.3484,119.7757,134.8747,150.0508,168.2518,186.4893,207.1869,228.0896,246.1977,264.0658
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC32,kt HFC32/yr,,8.530100000000001,14.2397,34.8302,55.4081,60.5397,65.5324,71.3972,77.2645,83.9194,90.5317,98.376,106.2406,116.1756,126.1559,137.5968,149.0728,161.3855,173.8123,185.2563,196.5512
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|HFC|HFC43-10,kt HFC4310mee/yr,,0.2369,0.4738,0.503,0.5322,0.5653,0.5975,0.6442,0.6907,0.7555000000000001,0.8199000000000001,0.8220000000000001,0.8244,0.8241,0.8238000000000001,0.8228000000000001,0.8221,0.8170000000000001,0.812,0.8012,0.7902
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|PFC,Mt CO2-equiv/yr,107.3398,104.3541,90.7198,99.4833,120.5476741665231,195.47289000000004,112.65905399352714,150.67175400000005,107.43411495942775,122.69617000000002,111.74345100000002,104.65274600000002,97.58273300000002,93.08074500000001,88.61644600000001,85.78829300000002,82.96457400000001,76.80944300000002,72.90752300000001,72.93117100000002,72.922303
AIM/CGE 2.1,TERL_2D_LowCarbonTransportPolicy,World,Emissions|SF6,kt SF6/yr,4.86,5.79,6.96,8.02,8.490743379833402,7.6545,8.549206768335399,8.0844,8.572677234698372,8.4288,8.6036,8.9167,9.2289,9.6033,9.9814,10.1875,10.3948,10.5423,10.6958,10.7261,10.7494
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC,Mt CO2-equiv/yr,177.16,296.62,597.15,940.62,1164.39627206795,1036.700093,1263.1096891731922,1247.509549,1445.9251156047603,1500.9340060000002,1633.801026,1752.27338,1870.5130729999998,2015.0589029999999,2159.901029,2300.066769,2441.122684,2601.229631,2763.6127090000005,2914.9952260000005,3064.6451549999997
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC125,kt HFC125/yr,,8.4928,13.3398,18.0529,22.7611,24.9483,27.0707,29.5951,32.1176,35.0199,37.9019,41.3477,44.7999,49.2089,53.6325,58.7654,63.9191,69.5687,75.2763,80.6528,85.9797
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC134a,kt HFC134a/yr,,141.789,215.174,288.4309,361.6053,420.3977,477.7866,543.5812,609.259,674.2354,739.2635,796.7141,853.9301,919.7621,985.6554,1041.0715,1096.9015,1160.0546,1224.2616,1285.4191,1345.8342
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC143a,kt HFC143a/yr,,7.5463,11.8531,16.0408,20.2243,22.1677,24.0536,26.2966,28.538,31.1168,33.6776,36.7394,39.8068,43.7244,47.6549,52.2158,56.7951,61.815,66.8865,71.6637,76.397
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC227ea,kt HFC227ea/yr,,5.0738,10.1477,12.1912,14.2273,16.0419,17.7971,20.2953,22.7856,26.2949,29.7924,29.7692,29.7598,29.5408,29.3327,28.9989,28.6758,28.0749,27.4869,26.7085,25.9113
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC23,kt HFC23/yr,,8.1155,7.9565,8.6179,9.279,7.5225,5.8189,4.7827,3.7359,3.064,2.394,1.9637,1.5314,1.2551,0.9788,0.8016000000000001,0.6251,0.6251,0.6251,0.6251,0.6251
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC245fa,kt HFC245fa/yr,,6.2037,12.6575,23.7458,34.8251,43.0673,51.1293,61.8677,72.6025,84.7427,96.8233,108.2113,119.6279,134.7381,149.885,167.9504,186.0803,206.7225,227.5668,245.6168,263.5077
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC32,kt HFC32/yr,,8.530100000000001,14.2397,34.8291,55.4035,60.5168,65.4737,71.3285,77.1796,83.8166,90.4071,98.2319,106.0698,115.9889,125.9454,137.2943,148.6894,160.9382,173.3129,184.7035,195.981
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|HFC|HFC43-10,kt HFC4310mee/yr,,0.2369,0.4738,0.503,0.5322,0.5652,0.5971000000000001,0.6436000000000001,0.6899000000000001,0.7546,0.8191,0.8214,0.8238000000000001,0.8234,0.8233,0.8223,0.8214,0.8158000000000001,0.8107000000000001,0.7997000000000001,0.7882
AIM/CGE 2.1,TERL_2D_NoTransportPolicy,World,Emissions|PFC,Mt CO2-equiv/yr,107.3398,104.3541,90.7198,99.4833,120.54308312444908,195.34726000000003,112.5192633728682,150.49587200000002,107.29876542838466,122.53137300000003,111.59047800000002,104.50125100000002,97.42089200000002,92.92925,88.48194800000002,85.60945500000001,82.77169500000002,76.62617100000001,72.729424,72.75676700000002,72.74198700000001
